"age" "y7" "y14"
10.9714611872146 17 17
11.6741957563313 20 19
11.4442162902122 22 23
10.0493150684932 14 14
14.1820670773443 20 19
6.55441478439425 11 11
8.24093086926763 14 14
6.90730593607306 13 12
20.5612594113621 31 23
8.01916495550993 18 16
14.6216894977169 21 24
8.43858447488584 13 14
12.5794520547945 22 23
8.68720054757016 19 16
16.766598220397 27 25
20.0985626283368 30 27
20.2984257357974 31 29
9.31964407939767 17 16
14.9851598173516 7 14
11.17100456621 19 22
9.64544832306639 22 16
12.1505817932923 21 16
11.006160164271 21 19
18.3052703627652 31 21
11.9671457905544 22 23
11.0328767123288 17 19
15.5164383561644 22 18
19.3130136986301 30 28
18.5383561643836 16 17
12.4791238877481 20 16
13.9630390143737 23 20
12.9445585215606 21 20
14.5106091718001 26 27
6.46050228310502 8 12
12.3075342465753 15 21
15.4934976043806 25 20
14.251598173516 29 26
6.41204654346338 14 16
20.7337440109514 30 26
8.65730593607306 14 13
12.251598173516 15 21
8.84052019164955 15 15
16.186173853525 23 21
10.9851598173516 16 21
10.466803559206 19 16
18.0438356164384 33 29
9.66278538812785 17 11
14.6408675799087 19 21
13.5906913073238 8 11
10.7159817351598 20 19
8.76112251882272 15 15
14.5735797399042 28 18
16.3668720054757 23 23
17.8918548939083 28 24
20.3404109589041 24 26
11.3018480492813 17 19
11.192334017796 21 16
11.3894592744695 26 18
17.0301369863014 18 17
9.47694063926941 18 14
18.3431506849315 30 24
9.55783709787817 20 15
15.7946611909651 26 26
9.09429223744292 18 18
10.8908675799087 14 16
9.29383561643836 21 14
16.0125570776256 12 21
19.8075342465753 27 23
16.911704312115 25 27
12.1052511415525 24 23
9.32945205479452 22 21
13.1858447488584 11 14
9.72420091324201 22 14
8.62696783025325 13 14
6.22313483915127 9 11
20.4298425735797 29 28
12.3203285420945 23 21
14.0904109589041 25 21
13.4455852156057 20 20
6.18584474885845 10 11
18.5070776255708 24 22
14.2477754962355 27 21
12.952772073922 23 23
16.5995893223819 27 21
7.15674195756331 12 13
5.46050228310502 10 12
5.44832306639288 13 7
17.5301369863014 23 20
8.16427104722793 16 14
7.737899543379 15 15
5.23750855578371 10 9
11.4579055441478 19 15
15.7672826830938 22 22
6.09429223744292 9 11
10.0328767123288 15 19
14.0177960301164 26 22
19.4551676933607 28 26
9.31416837782341 23 15
9.83162217659138 17 15
9.9192334017796 11 11
11.8130136986301 23 22
10.154688569473 22 17
8.61054072553046 11 12
13.0043378995434 29 24
9.00707762557078 21 15
7.73442847364819 17 18
18.611909650924 33 28
20.9390828199863 27 27
6.29979466119097 9 6
9.97420091324201 19 21
9.28561643835616 15 15
15.6440793976728 19 15
17.7296803652968 14 22
6.75159817351598 15 12
15.0493150684932 23 22
6.00136892539357 9 10
18.6627853881279 29 25
7.1129363449692 7 5
10.4996577686516 21 17
15.4155251141553 21 18
16.5256673511294 24 25
20.1204654346338 25 23
7.61670088980151 15 16
19.7625570776256 29 26
6.37990867579909 15 12
6.70499657768652 11 14
11.4305270362765 23 19
13.0109589041096 20 20
10.4440639269406 13 16
11.1786447638604 18 17
19.7488584474886 24 22
12.0054757015743 16 19
13.4373716632444 24 21
16.3936073059361 30 29
7.9851598173516 18 14
13.6189497716895 9 16
5.69472963723477 10 8
6.20944558521561 6 10
9.62442922374429 16 15
17.4537987679671 28 27
18.5931506849315 30 28
9.35249828884326 13 14
6.69130732375086 11 14
15.446803652968 27 27
13.8261464750171 22 22
9.67648401826484 13 15
20.7446954140999 32 27
17.2461187214612 19 22
18.590006844627 30 24
14.5821917808219 21 22
6.26917808219178 8 5
20.4632420091324 29 30
10.6940639269406 21 22
10.1995433789954 17 17
6.72420091324201 11 12
7.66826484018265 10 12
5.11430527036276 15 13
17.4483230663929 28 22
6.24611872146119 11 13
10.6995433789954 20 22
8.08767123287671 16 13
7.32922655715264 13 11
16.0273785078713 17 14
8.67374429223744 18 14
10.8744292237443 18 17
9.00205338809035 2 3
10.2751540041068 21 16
12.0942922374429 19 14
5.34429223744292 11 9
