56302 1 0 2 . 37 . 46 . . . . 33 . 48 . . . . 37 . 47 . . . . 3 . 50 . . . . 0 . 0 . . . . 0 . 0 . . . . 1 . 3 . . . . 0 . 1 . . . . 2 . 1 . . . . 0 . 0 . . . . 103 . 127 . . . . 0 . 0 . . . . 0 . 0 . . . . 1 . 2 . . .
57604 0 0 4 41 . 67 . . . . 46 . 63 . . . . 52 . 61 . . . . 120 . 130 . . . . 3 . 3 . . . . 2 . 1 . . . . 4 . 4 . . . . 2 . 4 . . . . 1 . 1 . . . . 0 . 0 . . . . 97 . 120 . . . . . . . . . . . 1 . 1 . . . . 3 . 4 . . . .
58503 1 0 1 . 25 . . 50 . . . 27 . . 45 . . . 32 . . 46 . . . 170 . . 170 . . . 3 . . 5 . . . 3 . . 3 . . . 3 . . 4 . . . 3 . . 3 . . . 3 . . 3 . . . 2 . . 2 . . . 115 . . 160 . . . 0 . . 1 . . . 0 . . 1 . . . 3 . . 3 . .
62102 0 0 2 . 47 . . 70 . . . 32 . . 31 . . . 31 . . 58 . . . 180 . . 120 . . . 5 . . 4 . . . 3 . . 1 . . . 3 . . 3 . . . 5 . . 4 . . . 1 . . 0 . . . 1 . . 0 . . . 104 . . 153 . . . . . . . . . . 1 . . 1 . . . 3 . . 2 . .
62103 1 1 2 14 32 . 45 . . . 21 22 . 27 . . . 23 38 . 42 . . . 40 100 . 120 . . . 1 1 . 3 . . . 0 2 . 1 . . . 1 4 . 4 . . . 1 2 . 3 . . . 0 1 . 1 . . . 1 0 . 1 . . . 98 121 . 145 . . . 0 0 . 1 . . . 1 1 . 1 . . . 1 4 . 4 . . .
62202 0 0 2 . 60 . 66 . . . . 41 . 55 . . . . 63 . 79 . . . . 50 . 90 . . . . 0 . 1 . . . . 0 . 1 . . . . 1 . 2 . . . . 2 . 2 . . . . 2 . 2 . . . . 0 . 1 . . . . 114 . 136 . . . . . . . . . . . 1 . 1 . . . . 1 . 0 . . .
62703 0 0 2 32 . . . 64 . . 37 . . . 62 . . 45 . . . 61 . . 110 . . . 110 . . 3 . . . 2 . . 1 . . . 2 . . 3 . . . 5 . . 1 . . . 2 . . 3 . . . 2 . . 0 . . . 0 . . 100 . . . 149 . . . . . . . . . 1 . . . 1 . . 3 . . . 4 . .
64002 0 0 3 43 . . . 51 . . 44 . . . 50 . . 31 . . . 58 . . 100 . . . 70 . . 0 . . . 2 . . 1 . . . 0 . . 3 . . . 4 . . 3 . . . 1 . . 3 . . . 1 . . 0 . . . 0 . . 104 . . . 154 . . . . . . . . . 1 . . . 1 . . 2 . . . 4 . .
65601 1 0 0 . 55 . . 62 . . . 49 . . 58 . . . 58 . . 65 . . . . . . 30 . . . . . . 0 . . . . . . 1 . . . . . . 1 . . . . . . 0 . . . 1 . . 1 . . . . . . 0 . . . 104 . . 128 . . . 0 . . 0 . . . 1 . . 1 . . . 0 . . 0 . .
65701 1 0 0 . . 55 . 71 . . . . 54 . 67 . . . . 54 . 57 . . . . 60 . 0 . . . . 0 . 0 . . . . 4 . 0 . . . . 1 . 0 . . . . 1 . 0 . . . . 0 . 0 . . . . 0 . 0 . . . . 113 . 142 . . . . 0 . 0 . . . . 1 . 0 . . . . 0 . 0 . .
66002 0 0 1 40 . . . 66 . . 28 . . . 41 . . 34 . . . 46 . . 10 . . . 40 . . 0 . . . 1 . . 0 . . . 1 . . 0 . . . 1 . . 1 . . . 1 . . 0 . . . 0 . . 0 . . . 0 . . 100 . . . 149 . . . . . . . . . 1 . . . 1 . . 0 . . . 1 . .
70801 0 1 1 . . 44 . 52 . . . . 36 . 41 . . . . . . 40 . . . . 20 . 80 . . . . 4 . 1 . . . . 1 . 3 . . . . 5 . 2 . . . . 5 . 2 . . . . 3 . 0 . . . . 2 . 0 . . . . 127 . 150 . . . . . . . . . . . 0 . 0 . . . . 3 . 1 . .
73602 0 0 1 42 . 51 . . . . 41 . 49 . . . . 40 . 52 . . . . 30 . 10 . . . . 0 . 0 . . . . 1 . 0 . . . . 1 . 1 . . . . 1 . 0 . . . . 0 . 0 . . . . 0 . 0 . . . . 103 . 127 . . . . . . . . . . . 1 . 1 . . . . 0 . 1 . . . .
74602 0 0 4 39 . . 53 . . . 34 . . 48 . . . 26 . . 42 . . . 140 . . 160 . . . 3 . . 3 . . . 2 . . 4 . . . 4 . . 4 . . . 1 . . 2 . . . 3 . . 1 . . . 1 . . 2 . . . 94 . . 122 . . . . . . . . . . 1 . . 0 . . . 3 . . 3 . . .
75603 1 0 2 20 . . 34 . . . 24 . . 23 . . . 26 . . 36 . . . 90 . . 130 . . . 3 . . 3 . . . 0 . . 2 . . . 1 . . 1 . . . 1 . . 3 . . . 2 . . 2 . . . 2 . . 2 . . . 93 . . 120 . . . 0 . . 0 . . . 1 . . 0 . . . 2 . . 2 . . .
76402 0 0 2 . . 51 . 45 . . . . 45 . 64 . . . . 60 . 68 . . . . 100 . 50 . . . . 3 . 2 . . . . 1 . 2 . . . . 4 . 1 . . . . 1 . 0 . . . . 1 . 1 . . . . 0 . 0 . . . . 122 . 146 . . . . . . . . . . . 1 . 1 . . . . 3 . 2 . .
76403 0 0 1 . 44 . 58 . . . . 48 . 51 . . . . 50 . 59 . . . . 180 . 160 . . . . 5 . 6 . . . . 4 . 2 . . . . 2 . 2 . . . . 2 . 4 . . . . 2 . 2 . . . . 3 . 0 . . . . 110 . 134 . . . . . . . . . . . 1 . 1 . . . . 2 . 3 . . .
80102 1 0 3 . 36 . 55 . . 65 . 38 . 41 . . 67 . 38 . 59 . . 67 . 20 . 100 . . 50 . 1 . 2 . . 0 . 0 . 2 . . 1 . 0 . 3 . . 2 . 1 . 2 . . 2 . 0 . 1 . . 0 . 0 . 0 . . 0 . 98 . 122 . . 166 . 0 . 0 . . . . 0 . 0 . . 1 . 0 . 3 . . 1
82901 1 0 4 . 41 . . 46 . . . 53 . . 50 . . . 69 . . 58 . . . 180 . . 130 . . . 5 . . 3 . . . 2 . . 2 . . . 5 . . 4 . . . 4 . . 2 . . . 1 . . 1 . . . 1 . . 2 . . . 122 . . 150 . . . 0 . . 1 . . . 1 . . 0 . . . 4 . . 4 . .
83001 1 0 0 . 39 . . 48 . . . 41 . . 57 . . . 40 . . 57 . . . 10 . . 90 . . . 1 . . 2 . . . 2 . . 1 . . . 2 . . 2 . . . 3 . . 3 . . . 2 . . 1 . . . 0 . . 0 . . . 106 . . 150 . . . 0 . . 0 . . . 0 . . 1 . . . 1 . . 0 . .
83101 1 0 3 26 . 38 . 43 . 50 27 . 38 . 44 . 57 29 . 40 . 45 . 63 270 . 250 . 240 . 230 5 . 5 . 3 . 5 5 . 5 . 5 . 5 5 . 5 . 5 . 5 5 . 4 . 5 . 5 4 . 3 . 3 . 1 3 . 3 . 3 . 3 96 . 120 . 143 . 167 0 . 0 . 0 . 1 1 . 1 . 1 . 1 6 . 4 . 4 . 5
83102 1 1 2 . 43 . 44 . . . . 43 . 42 . . . . 42 . 46 . . . . 210 . 240 . . . . 3 . 4 . . . . 5 . 5 . . . . 5 . 5 . . . . 4 . 5 . . . . 2 . 3 . . . . 2 . 2 . . . . 110 . 134 . . . . 0 . 0 . . . . 1 . 1 . . . . 4 . 5 . . .
83602 0 0 8 . 49 . . 58 . 61 . 42 . . 53 . 60 . 50 . . 58 . 77 . 120 . . 150 . 150 . 4 . . 6 . 5 . 1 . . 2 . 3 . 5 . . 4 . 4 . 1 . . 2 . 1 . 1 . . 0 . 1 . 0 . . 1 . 2 . 113 . . 141 . 165 . . . . . . . . 1 . . 0 . 0 . 3 . . 6 . 5
83603 0 1 2 . 34 . 53 52 . . . 49 . 60 62 . . . 44 . 69 77 . . . 160 . 190 90 . . . 5 . 4 2 . . . 2 . 4 1 . . . 4 . 4 4 . . . 3 . 2 1 . . . 1 . 4 0 . . . 1 . 1 1 . . . 104 . 128 149 . . . . . . . . . . 0 . 0 1 . . . 4 . 3 3 . .
85402 0 0 0 . . 41 51 . . . . . 48 41 . . . . . 34 43 . . . . . 130 110 . . . . . 3 3 . . . . . 3 3 . . . . . 2 2 . . . . . 2 2 . . . . . 1 1 . . . . . 2 1 . . . . . 127 146 . . . . . . . . . . . . 0 1 . . . . . 1 3 . . .
87501 0 0 0 . . 48 . 51 . . . . 48 . 50 . . . . 45 . 56 . . . . 30 . 40 . . . . 0 . 0 . . . . 0 . 1 . . . . 1 . 2 . . . . 0 . 1 . . . . 2 . 0 . . . . 0 . 0 . . . . 130 . 154 . . . . . . . . . . . 1 . 1 . . . . 0 . 2 . .
87901 1 0 2 . 38 49 . . . . . 30 54 . . . . . 33 50 . . . . . 20 80 . . . . . 0 0 . . . . . 0 2 . . . . . 0 2 . . . . . 1 2 . . . . . 1 2 . . . . . 0 0 . . . . . 96 120 . . . . . 0 0 . . . . . 1 1 . . . . . 0 1 . . . .
88902 0 0 3 27 37 . . . 49 . 20 47 . . . 58 . 25 43 . . . 72 . 140 120 . . . 100 . 2 1 . . . 2 . 2 2 . . . 2 . 5 5 . . . 5 . 2 2 . . . 1 . 3 2 . . . 2 . 0 0 . . . 0 . 94 118 . . . 162 . . . . . . . . 0 0 . . . 1 . 3 4 . . . 5 .
89303 0 0 1 . 42 . 47 . . . . 41 . 45 . . . . 31 . 44 . . . . 60 . 20 . . . . 1 . 0 . . . . 1 . 0 . . . . 3 . 2 . . . . 0 . 0 . . . . 1 . 0 . . . . 0 . 0 . . . . 111 . 133 . . . . . . . . . . . 0 . 1 . . . . 3 . 2 . . .
89803 1 0 2 . 41 . . 68 . . . 44 . . 61 . . . 55 . . 80 . . . 90 . . 100 . . . 0 . . 0 . . . 4 . . 4 . . . 1 . . 3 . . . 1 . . 3 . . . 1 . . 0 . . . 2 . . 0 . . . 110 . . 135 . . . 0 . . 0 . . . 1 . . 1 . . . 1 . . 1 . .
90002 1 0 3 . . 60 . 65 . . . . 45 . 66 . . . . 49 . 73 . . . . 110 . 50 . . . . 1 . 0 . . . . 2 . 1 . . . . 4 . 3 . . . . 3 . 1 . . . . 1 . 0 . . . . 0 . 0 . . . . 118 . 143 . . . . 0 . 0 . . . . 1 . 1 . . . . 2 . 1 . .
