  1.50000  1.50000  2.00000  2.50000  3.50000  3.00000  4.00000  4.00000  4.00000  2.00000  1.00000  2.00000  4.00000  4.00000  4.00000  1.00000  1.00000  2.50000  7 2 0 0 0
  2.98116  2.98284  2.98883  1.56218  1.45688  1.65477  4.00000  4.00000  4.00000  1.00000  1.00000  1.00000  4.00000  4.00000  4.00000  1.00000  1.00000  1.00000  7 1 0 0 1
  3.50000  4.00000  4.00000  1.50000  1.00000  1.00000  4.00000  2.50000  4.00000  1.00000  1.00000  1.00000  4.00000  4.00000  3.48114  1.18056  1.00000  1.62051  7 2 0 1 0
  3.00000  3.50000  2.50000  1.50000  2.00000  1.50000  2.95942  2.99083  3.06670  1.65159  1.42599  1.67184  4.00000  3.50000  3.50000  1.00000  1.50000  1.00000  7 1 0 0 0
  3.00000  2.50000  3.00000  1.00000  1.00000  1.00000  3.17170  2.87806  3.11031  1.65777  1.44804  1.56296  2.67109  2.85851  3.28099  1.19869  1.00000  1.00000  7 1 0 0 0
  3.00000  2.50000  3.00000  1.50000  2.50000  2.50000  2.00000  2.00000  3.00000  2.00000  2.00000  2.00000  3.00000  2.00000  2.50000  2.00000  2.00000  3.00000  7 1 0 0 0
  3.00000  2.50000  4.00000  1.00000  1.00000  1.00000  3.00000  3.00000  4.00000  1.00000  1.00000  1.00000  2.50000  2.00000  3.50000  1.00000  1.00000  1.00000  7 2 0 0 0
  3.00000  3.50000  4.00000  3.00000  2.00000  2.50000  4.00000  4.00000  4.00000  2.50000  1.50000  1.00000  4.00000  4.00000  4.00000  2.50000  2.00000  2.50000  7 1 0 0 0
  2.81845  1.93873  2.61754  1.11658  1.00000  1.00000  2.00000  2.00000  2.00000  2.00000  2.00000  1.50000  2.74766  2.69253  3.77699  1.44879  1.96565  1.08245  7 1 0 0 0
  3.00000  3.00000  4.00000  2.00000  1.50000  2.00000  2.00000  2.00000  2.00000  2.00000  2.00000  2.00000  3.00000  3.00000  4.00000  2.00000  1.50000  1.00000  7 1 0 0 0
  4.00000  3.50000  3.00000  1.00000  1.00000  2.22998  4.00000  4.00000  4.00000  1.00000  1.00000  1.00000  4.00000  4.00000  4.00000  1.50000  1.00000  1.00000  7 2 0 0 0
  3.00000  2.50000  3.00000  1.00000  1.00000  1.00000  3.00000  2.00000  2.50000  1.00000  1.50000  1.00000  3.00000  3.00000  3.00000  1.00000  1.00000  1.00000  7 1 0 0 0
  2.50000  2.00000  2.50000  1.00000  1.50000  1.00000  2.00000  2.00000  3.00000  2.00000  1.50000  1.50000  3.00000  2.50000  3.00000  1.50000  1.00000  1.00000  7 1 0 0 0
  3.50000  3.00000  4.00000  3.00000  2.00000  2.00000  2.50000  1.50000  2.00000  1.00000  1.00000  1.00000  3.00000  3.00000  3.00000  1.00000  1.00000  1.00000  7 1 0 0 0
  2.50000  3.00000  3.00000  1.50000  2.00000  1.50000  3.50000  3.00000  3.50000  1.50000  1.50000  1.00000  2.97464  3.08824  3.08621  1.67618  1.60117  1.63462  7 2 1 0 0
  3.08290  2.77319  3.18229  1.43283  1.00000  1.00000  4.00000  3.66081  3.71579  1.82816  1.45492  1.04392  3.08911  3.03892  3.02539  1.83819  1.84405  2.12766  7 1 0 0 0
